index,index,time,tem
75,75,363.037446,30.3125
76,76,367.837395,30.375
77,77,372.559966,30.4375
78,78,377.358645,30.4375
79,79,382.191326,30.5
80,80,387.037842,30.5
81,81,391.838601,30.5625
82,82,396.638534,30.625
83,83,401.439521,30.6875
84,84,406.23789,30.75
85,85,410.95917,30.8125
86,86,415.759668,30.875
87,87,420.55956,30.9375
88,88,425.359441,30.9375
89,89,430.080412,31.0
90,90,434.878972,31.0
91,91,439.679181,31.0625
92,92,444.552045,31.125
93,93,449.278018,31.1875
94,94,454.076989,31.25
95,95,458.79718,31.3125
96,96,463.598622,31.375
97,97,469.474135,31.375
98,98,474.239094,31.4375
99,99,479.919644,31.5
100,100,484.719299,31.5625
101,101,489.519059,31.5625
102,102,494.319734,31.625
103,103,499.120236,31.6875
104,104,503.997199,31.6875
105,105,508.717589,31.75
106,106,513.517814,31.8125
107,107,518.318496,31.875
108,108,523.11761,31.9375
109,109,527.837709,31.9375
110,110,533.517453,32.0
111,111,538.237985,32.0
112,112,543.037996,32.0625
113,113,548.079252,32.125
114,114,552.877238,32.1875
115,115,557.596914,32.1875
116,116,562.345991,32.1875
117,117,567.117133,32.25
118,118,571.837337,32.3125
119,119,576.477847,32.375
120,120,581.358765,32.4375
121,121,586.080934,32.5
122,122,590.879641,32.5625
123,123,595.764743,32.5625
124,124,600.478494,32.625
125,125,605.199439,32.625
126,126,610.000242,32.6875
127,127,614.719504,32.75
128,128,619.519228,32.8125
129,129,624.257666,32.875
130,130,629.0396,32.875
131,131,633.917227,32.9375
132,132,638.717061,33.0
133,133,643.437521,33.0625
134,134,648.236982,33.0625
135,135,652.957596,33.125
136,136,657.778506,33.1875
137,137,662.558023,33.25
138,138,667.359586,33.25
139,139,672.077159,33.3125
140,140,676.797351,33.375
141,141,681.517135,33.375
142,142,686.240132,33.4375
143,143,690.960761,33.5
144,144,695.758293,33.5
145,145,700.561695,33.5625
146,146,705.360117,33.625
147,147,710.179627,33.6875
148,148,715.059987,33.75
149,149,719.759153,33.8125
150,150,724.559279,33.8125
151,151,729.280447,33.875
152,152,734.346108,33.9375
153,153,740.089819,34.0
154,154,744.883445,34.0625
155,155,749.759746,34.0625
156,156,754.639544,34.125
157,157,759.437849,34.125
158,158,764.237714,34.1875
159,159,768.957286,34.1875
160,160,773.697216,34.25
161,161,778.477399,34.25
162,162,783.357482,34.3125
163,163,788.156679,34.375
164,164,792.877935,34.4375
165,165,798.558036,34.4375
166,166,803.357707,34.4375
167,167,808.077947,34.5625
168,168,812.877601,34.625
169,169,817.677309,34.6875
170,170,822.317711,34.6875
171,171,827.116807,34.75
172,172,831.759637,34.8125
173,173,837.358354,34.9375
174,174,842.397883,34.9375
175,175,847.117776,35.0
176,176,851.91744,35.0625
177,177,856.557219,35.0625
178,178,861.358383,35.125
179,179,866.16042,35.1875
180,180,871.837353,35.1875
181,181,876.55893,35.25
182,182,881.440666,35.3125
183,183,886.319845,35.375
184,184,891.046747,35.375
185,185,895.840052,35.4375
186,186,900.600309,35.5
187,187,905.358871,35.5
188,188,910.159576,35.625
189,189,914.880942,35.6875
190,190,919.597459,35.75
191,191,924.94658,35.75
192,192,929.677045,35.875
193,193,934.399005,35.9375
194,194,939.518158,35.9375
195,195,944.317734,36.0
196,196,949.116558,36.0
197,197,953.757228,36.0625
198,198,959.357692,36.0625
199,199,964.158053,36.125
200,200,968.957983,36.125
201,201,973.760335,36.1875
202,202,978.477291,36.1875
203,203,983.196701,36.25
204,204,987.999811,36.3125
205,205,992.718111,36.3125
206,206,997.437856,36.375
207,207,1002.157411,36.4375
208,208,1006.797812,36.5
209,209,1011.518595,36.5625
210,210,1016.319779,36.5625
211,211,1021.119904,36.625
212,212,1025.919,36.625
213,213,1030.640191,36.6875
214,214,1035.369078,36.75
215,215,1040.159124,36.8125
216,216,1044.990861,36.875
217,217,1049.777674,36.9375
218,218,1054.499178,37.0
219,219,1059.377591,37.0625
220,220,1064.078148,37.0625
221,221,1068.877864,37.125
222,222,1073.677192,37.125
223,223,1078.398832,37.1875
224,224,1083.998054,37.1875
225,225,1088.796277,37.25
226,226,1093.518073,37.3125
227,227,1098.317984,37.375
228,228,1103.117719,37.375
229,229,1107.844075,37.4375
230,230,1112.637944,37.5
231,231,1117.43845,37.5625
232,232,1122.077959,37.5625
233,233,1126.71914,37.625
234,234,1131.71684,37.625
235,235,1136.720279,37.6875
236,236,1141.518918,37.6875
237,237,1146.31816,37.75
238,238,1151.119599,37.8125
239,239,1155.918999,37.875
240,240,1160.718819,37.9375
241,241,1165.439557,38.0
242,242,1170.170732,38.0625
243,243,1174.957178,38.125
244,244,1179.597795,38.125
245,245,1184.397904,38.1875
246,246,1189.279699,38.25
247,247,1194.076876,38.25
248,248,1198.717876,38.3125
249,249,1203.517603,38.3125
250,250,1208.319627,38.375
251,251,1213.117894,38.4375
252,252,1217.917149,38.5
253,253,1222.557745,38.5
254,254,1227.197639,38.5625
255,255,1231.998118,38.625
256,256,1236.798833,38.6875
257,257,1241.599876,38.75
258,258,1246.480692,38.75
259,259,1251.198831,38.8125
260,260,1255.999618,38.8125
261,261,1261.599263,38.875
262,262,1266.399652,38.9375
263,263,1271.199878,39.0
264,264,1275.919373,39.0625
265,265,1280.721037,39.0625
266,266,1285.599511,39.125
267,267,1290.357325,39.1875
268,268,1295.165005,39.1875
269,269,1299.91825,39.25
270,270,1304.72029,39.3125
271,271,1309.517799,39.375
272,272,1314.319693,39.4375
273,273,1319.117553,39.5
274,274,1323.923032,39.5
275,275,1328.797348,39.5625
276,276,1333.517262,39.5625
277,277,1338.237669,39.5625
278,278,1342.958117,39.625
279,279,1347.677962,39.6875
280,280,1352.317902,39.75
281,281,1357.119299,39.8125
282,282,1361.840278,39.8125
283,283,1366.63972,39.875
284,284,1371.439391,39.9375
285,285,1376.243094,40.0
286,286,1381.039911,40.0
287,287,1385.839413,40.0625
288,288,1390.641525,40.125
289,289,1395.43947,40.1875
290,290,1400.158068,40.25
291,291,1404.958074,40.25
292,292,1409.836746,40.3125
293,293,1414.558209,40.375
294,294,1420.238077,40.4375
295,295,1425.096298,40.5
296,296,1429.872032,40.5
297,297,1434.637984,40.5625
298,298,1439.517214,40.625
299,299,1444.257865,40.6875
300,300,1449.037458,40.6875
301,301,1453.837449,40.75
302,302,1458.556507,40.8125
303,303,1463.357516,40.875
304,304,1468.157676,40.875
305,305,1472.959664,40.875
306,306,1477.791231,40.9375
307,307,1482.63879,40.9375
308,308,1487.439011,40.9375
309,309,1492.319388,41.0
310,310,1497.039645,41.0625
311,311,1501.839686,41.125
312,312,1506.641062,41.1875
313,313,1511.520699,41.1875
314,314,1517.040672,41.25
315,315,1521.839738,41.3125
316,316,1526.640169,41.3125
317,317,1531.441385,41.375
318,318,1536.159464,41.4375
319,319,1540.965057,41.5
320,320,1545.75994,41.5625
321,321,1550.55952,41.625
322,322,1555.358843,41.6875
323,323,1560.157497,41.6875
324,324,1564.897883,41.75
325,325,1569.678283,41.8125
326,326,1574.477886,41.8125
327,327,1579.2782,41.875
328,328,1584.157822,41.875
329,329,1588.957297,41.875
330,330,1593.677787,41.875
331,331,1598.477999,42.0
332,332,1603.277647,42.0625
333,333,1607.998875,42.0625
334,334,1612.797568,42.1875
335,335,1617.597883,42.1875
336,336,1622.647428,42.25
337,337,1627.523051,42.3125
338,338,1632.319701,42.3125
339,339,1637.119409,42.375
340,340,1641.919054,42.375
341,341,1646.721653,42.4375
342,342,1652.770115,42.5
343,343,1657.518362,42.5625
344,344,1662.319825,42.625
345,345,1667.03955,42.625
346,346,1671.83944,42.6875
347,347,1676.559654,42.75
348,348,1681.359283,42.8125
349,349,1686.159714,42.875
350,350,1690.879853,42.875
351,351,1695.678858,42.9375
352,352,1700.477806,42.9375
353,353,1705.277367,43.0
354,354,1709.918142,43.125
355,355,1714.718517,43.125
356,356,1719.518637,43.1875
357,357,1724.591652,43.25
358,358,1729.390799,43.25
359,359,1734.157436,43.3125
360,360,1738.878254,43.375
361,361,1744.557397,43.4375
362,362,1749.278393,43.5
363,363,1753.999489,43.5
364,364,1758.722541,43.5625
365,365,1763.437177,43.5625
366,366,1768.157073,43.625
367,367,1772.797532,43.6875
368,368,1777.619829,43.75
369,369,1782.400349,43.75
370,370,1787.120044,43.8125
371,371,1791.839454,43.8125
372,372,1796.561423,43.875
373,373,1801.358894,43.9375
374,374,1806.158613,44.0
375,375,1810.880133,44.0625
376,376,1815.598013,44.0625
377,377,1820.511392,44.125
378,378,1825.277729,44.125
379,379,1830.959672,44.1875
380,380,1835.757364,44.25
381,381,1840.477872,44.3125
382,382,1845.277969,44.3125
383,383,1850.077482,44.375
384,384,1854.879259,44.4375
385,385,1859.598166,44.5
386,386,1864.398101,44.5625
387,387,1869.197325,44.5625
388,388,1873.917504,44.625
389,389,1878.557422,44.625
390,390,1883.276579,44.6875
391,391,1887.917508,44.75
392,392,1892.561709,44.8125
393,393,1897.359932,44.875
394,394,1902.079867,44.9375
395,395,1906.879079,44.9375
396,396,1911.599322,45.0
397,397,1916.826632,45.0625
398,398,1921.519823,45.0625
399,399,1926.320373,45.125
400,400,1931.119612,45.125
401,401,1935.837192,45.1875
402,402,1940.559378,45.25
403,403,1946.240235,45.25
404,404,1951.038623,45.3125
405,405,1955.754952,45.375
406,406,1961.357426,45.375
407,407,1965.997379,45.5
408,408,1970.63791,45.5
409,409,1975.44435,45.5625
410,410,1980.317464,45.625
411,411,1984.956611,45.625
412,412,1989.679294,45.6875
413,413,1994.477568,45.75
414,414,1999.279453,45.75
415,415,2004.078143,45.8125
416,416,2009.319698,45.8125
417,417,2014.196298,45.875
418,418,2019.076886,45.9375
419,419,2023.865057,45.9375
420,420,2028.637421,46.0
421,421,2033.277091,46.0
422,422,2037.842166,46.0625
423,423,2042.559338,46.125
424,424,2047.27896,46.1875
425,425,2052.002204,46.25
426,426,2056.797745,46.25
427,427,2061.599893,46.3125
428,428,2066.399948,46.375
429,429,2071.119359,46.4375
430,430,2075.837672,46.5
431,431,2080.638603,46.5
432,432,2086.320164,46.5625
433,433,2091.119705,46.5625
434,434,2095.83836,46.625
435,435,2100.636793,46.6875
436,436,2105.378919,46.75
437,437,2110.291123,46.8125
438,438,2115.037762,46.875
439,439,2119.83796,46.875
440,440,2124.63732,46.9375
441,441,2129.358632,46.9375
442,442,2134.078324,47.0
443,443,2138.879546,47.0
444,444,2143.617277,47.0625
445,445,2148.317311,47.125
446,446,2153.038274,47.1875
447,447,2157.760648,47.25
448,448,2162.479007,47.25
449,449,2167.199264,47.3125
450,450,2171.999555,47.3125
451,451,2176.718868,47.375
452,452,2181.519188,47.4375
453,453,2186.671687,47.5
454,454,2191.359524,47.5625
455,455,2196.078388,47.625
456,456,2200.878748,47.625
457,457,2206.077978,47.6875
458,458,2210.877614,47.75
459,459,2215.597087,47.75
460,460,2220.318377,47.75
461,461,2225.118115,47.8125
462,462,2229.922134,47.875
463,463,2234.717681,47.875
464,464,2239.518391,47.9375
465,465,2244.239387,48.0
466,466,2248.957808,48.0625
467,467,2253.758253,48.0625
468,468,2258.57789,48.125
469,469,2263.357195,48.1875
470,470,2268.019173,48.25
471,471,2272.799269,48.3125
472,472,2278.559855,48.3125
473,473,2283.277318,48.375
474,474,2287.919603,48.375
475,475,2292.720917,48.4375
476,476,2297.599974,48.4375
477,477,2302.53666,48.5
478,478,2307.477308,48.5625
479,479,2312.240726,48.625
480,480,2316.981598,48.6875
481,481,2322.560282,48.75
482,482,2327.359677,48.75
483,483,2332.399731,48.8125
484,484,2337.119929,48.8125
485,485,2341.841095,48.875
486,486,2346.639143,48.9375
487,487,2351.439521,49.0
488,488,2356.238051,49.0625
489,489,2361.119735,49.0625
490,490,2365.948928,49.125
491,491,2370.719537,49.1875
492,492,2375.439241,49.1875
493,493,2380.177828,49.25
494,494,2384.957851,49.3125
495,495,2389.777673,49.375
496,496,2394.557366,49.375
497,497,2399.88823,49.4375
498,498,2405.310901,49.5
499,499,2410.080188,49.5
500,500,2415.757925,49.5625
501,501,2420.556675,49.5625
502,502,2425.277857,49.625
503,503,2430.01739,49.6875
504,504,2434.797352,49.75
505,505,2439.597528,49.75
506,506,2444.397415,49.8125
507,507,2449.059741,49.875
508,508,2453.840464,49.875
509,509,2459.437312,49.9375
510,510,2464.178931,49.9375
511,511,2468.95798,50.0
512,512,2473.680339,50.0625
513,513,2478.399829,50.125
514,514,2483.039715,50.125
515,515,2487.839289,50.1875
516,516,2492.641042,50.25
517,517,2498.056922,50.3125
518,518,2502.857222,50.375
519,519,2507.600049,50.375
520,520,2512.319694,50.4375
521,521,2517.039601,50.5
522,522,2521.843444,50.5
523,523,2526.639472,50.5625
524,524,2531.357537,50.625
525,525,2536.158495,50.6875
526,526,2540.95704,50.6875
527,527,2545.757917,50.75
528,528,2550.558125,50.8125
529,529,2555.357177,50.875
530,530,2560.880458,50.9375
531,531,2565.678547,50.9375
532,532,2570.53966,50.9375
