name,time,tem
AUX,2020-03-09T08:04:24.991724,43.5625
MT,2020-03-09T08:04:25.872787,41.0
HLT,2020-03-09T08:04:26.851672,41.25
BK,2020-03-09T08:04:28.796918,22.5
AUX,2020-03-09T08:04:29.711620,43.625
MT,2020-03-09T08:04:30.592476,41.0625
HLT,2020-03-09T08:04:31.551572,41.3125
BK,2020-03-09T08:04:33.438045,22.5
AUX,2020-03-09T08:04:34.352079,43.6875
MT,2020-03-09T08:04:35.312348,41.1875
HLT,2020-03-09T08:04:36.272688,41.375
BK,2020-03-09T08:04:38.234650,22.5
AUX,2020-03-09T08:04:39.174376,43.75
MT,2020-03-09T08:04:40.113958,41.1875
HLT,2020-03-09T08:04:41.072618,41.375
BK,2020-03-09T08:04:43.034638,22.5625
AUX,2020-03-09T08:04:43.954896,43.75
MT,2020-03-09T08:04:44.911788,41.1875
HLT,2020-03-09T08:04:45.792802,41.4375
BK,2020-03-09T08:04:47.757934,22.5625
AUX,2020-03-09T08:04:48.674591,43.8125
MT,2020-03-09T08:04:49.631137,41.25
HLT,2020-03-09T08:04:50.513989,41.5
BK,2020-03-09T08:04:52.474463,22.5625
AUX,2020-03-09T08:04:53.394001,43.8125
MT,2020-03-09T08:04:54.351578,41.25
HLT,2020-03-09T08:04:55.232319,41.5625
BK,2020-03-09T08:04:57.195403,22.5625
AUX,2020-03-09T08:04:58.115970,43.875
MT,2020-03-09T08:04:59.073830,41.25
HLT,2020-03-09T08:05:00.032764,41.5625
BK,2020-03-09T08:05:01.994691,22.5625
AUX,2020-03-09T08:05:02.913441,43.9375
MT,2020-03-09T08:05:03.892318,41.3125
HLT,2020-03-09T08:05:04.832124,41.625
BK,2020-03-09T08:05:06.793987,22.5625
AUX,2020-03-09T08:05:07.713160,44.0
MT,2020-03-09T08:05:08.672393,41.375
HLT,2020-03-09T08:05:09.631762,41.75
BK,2020-03-09T08:05:11.514578,22.5625
AUX,2020-03-09T08:05:12.434680,44.0625
MT,2020-03-09T08:05:13.414189,41.5
HLT,2020-03-09T08:05:14.350961,41.75
BK,2020-03-09T08:05:16.235466,22.5625
AUX,2020-03-09T08:05:17.152560,44.0625
MT,2020-03-09T08:05:18.133969,41.5625
HLT,2020-03-09T08:05:19.156717,41.75
BK,2020-03-09T08:05:21.148655,22.5625
AUX,2020-03-09T08:05:22.065939,44.125
MT,2020-03-09T08:05:23.044915,41.5625
HLT,2020-03-09T08:05:23.952256,41.8125
BK,2020-03-09T08:05:25.914615,22.5625
AUX,2020-03-09T08:05:26.832276,44.125
MT,2020-03-09T08:05:27.794725,41.625
HLT,2020-03-09T08:05:28.752341,41.9375
BK,2020-03-09T08:05:31.595488,22.5625
AUX,2020-03-09T08:05:32.514219,44.1875
MT,2020-03-09T08:05:33.474889,41.625
HLT,2020-03-09T08:05:34.441871,41.9375
BK,2020-03-09T08:05:36.394861,22.5625
AUX,2020-03-09T08:05:37.311911,44.25
MT,2020-03-09T08:05:38.194155,41.6875
HLT,2020-03-09T08:05:39.153057,41.9375
BK,2020-03-09T08:05:41.114664,22.5625
AUX,2020-03-09T08:05:42.032419,44.3125
MT,2020-03-09T08:05:43.014298,41.6875
HLT,2020-03-09T08:05:43.952495,42.0
BK,2020-03-09T08:05:45.916400,22.625
AUX,2020-03-09T08:05:46.832516,44.3125
MT,2020-03-09T08:05:47.795732,41.6875
HLT,2020-03-09T08:05:48.752368,42.0625
BK,2020-03-09T08:05:50.714852,22.5625
AUX,2020-03-09T08:05:51.632029,44.375
MT,2020-03-09T08:05:52.514114,41.8125
HLT,2020-03-09T08:05:53.472399,42.125
BK,2020-03-09T08:05:55.475319,22.5625
AUX,2020-03-09T08:05:56.433806,44.4375
MT,2020-03-09T08:05:57.395997,41.8125
HLT,2020-03-09T08:05:58.351751,42.1875
BK,2020-03-09T08:06:00.234205,22.625
AUX,2020-03-09T08:06:01.152713,44.5
MT,2020-03-09T08:06:02.132201,41.875
HLT,2020-03-09T08:06:03.073605,42.25
BK,2020-03-09T08:06:05.034330,22.625
AUX,2020-03-09T08:06:05.952648,44.5625
MT,2020-03-09T08:06:06.914302,41.875
HLT,2020-03-09T08:06:07.878049,42.25
BK,2020-03-09T08:06:09.836441,22.625
AUX,2020-03-09T08:06:10.751872,44.5625
MT,2020-03-09T08:06:11.632242,41.9375
HLT,2020-03-09T08:06:12.594707,42.375
BK,2020-03-09T08:06:14.555117,22.625
AUX,2020-03-09T08:06:15.472051,44.625
MT,2020-03-09T08:06:16.351838,42.0
HLT,2020-03-09T08:06:17.252729,42.375
BK,2020-03-09T08:06:19.197986,22.625
AUX,2020-03-09T08:06:20.111969,44.625
MT,2020-03-09T08:06:20.992265,42.0
HLT,2020-03-09T08:06:21.972339,42.375
BK,2020-03-09T08:06:23.918183,22.625
AUX,2020-03-09T08:06:24.831126,44.6875
MT,2020-03-09T08:06:25.711818,42.0
HLT,2020-03-09T08:06:26.612269,42.4375
BK,2020-03-09T08:06:28.557900,22.625
AUX,2020-03-09T08:06:29.472055,44.75
MT,2020-03-09T08:06:30.351724,42.125
HLT,2020-03-09T08:06:31.232343,42.4375
BK,2020-03-09T08:06:33.196918,22.625
AUX,2020-03-09T08:06:34.116256,44.8125
MT,2020-03-09T08:06:35.072626,42.1875
HLT,2020-03-09T08:06:36.032295,42.5
BK,2020-03-09T08:06:37.994442,22.6875
AUX,2020-03-09T08:06:38.914479,44.875
MT,2020-03-09T08:06:39.871574,42.25
HLT,2020-03-09T08:06:40.752303,42.5625
BK,2020-03-09T08:06:42.734383,22.625
AUX,2020-03-09T08:06:43.634414,44.9375
MT,2020-03-09T08:06:44.592217,42.3125
HLT,2020-03-09T08:06:45.553711,42.5625
BK,2020-03-09T08:06:47.514815,22.625
AUX,2020-03-09T08:06:48.433626,44.9375
MT,2020-03-09T08:06:49.392789,42.375
HLT,2020-03-09T08:06:50.351673,42.5625
BK,2020-03-09T08:06:52.254665,22.625
AUX,2020-03-09T08:06:53.153869,45.0
MT,2020-03-09T08:06:54.112169,42.375
HLT,2020-03-09T08:06:55.072273,42.6875
BK,2020-03-09T08:06:57.436614,22.6875
AUX,2020-03-09T08:06:58.381179,45.0625
MT,2020-03-09T08:06:59.312280,42.4375
HLT,2020-03-09T08:07:00.271340,42.6875
BK,2020-03-09T08:07:02.154677,22.6875
AUX,2020-03-09T08:07:03.074370,45.0625
MT,2020-03-09T08:07:04.032344,42.5
HLT,2020-03-09T08:07:04.992616,42.6875
BK,2020-03-09T08:07:06.976691,22.6875
AUX,2020-03-09T08:07:07.874920,45.125
MT,2020-03-09T08:07:08.832180,42.5625
HLT,2020-03-09T08:07:09.792218,42.75
BK,2020-03-09T08:07:11.755132,22.6875
AUX,2020-03-09T08:07:12.674159,45.125
MT,2020-03-09T08:07:13.632301,42.5625
HLT,2020-03-09T08:07:14.591727,42.8125
BK,2020-03-09T08:07:16.474210,22.6875
AUX,2020-03-09T08:07:17.391739,45.1875
MT,2020-03-09T08:07:18.274273,42.625
HLT,2020-03-09T08:07:19.233379,42.875
BK,2020-03-09T08:07:21.195321,22.6875
AUX,2020-03-09T08:07:22.113925,45.25
MT,2020-03-09T08:07:23.074590,42.6875
HLT,2020-03-09T08:07:24.031801,42.9375
BK,2020-03-09T08:07:25.915302,22.6875
AUX,2020-03-09T08:07:27.794782,45.25
MT,2020-03-09T08:07:28.751893,42.6875
HLT,2020-03-09T08:07:29.712520,43.0
BK,2020-03-09T08:07:31.675072,22.6875
AUX,2020-03-09T08:07:32.593170,45.3125
MT,2020-03-09T08:07:33.552031,42.6875
HLT,2020-03-09T08:07:34.434670,43.0
BK,2020-03-09T08:07:36.394680,22.6875
AUX,2020-03-09T08:07:37.309499,45.375
MT,2020-03-09T08:07:38.192349,42.75
HLT,2020-03-09T08:07:40.035252,43.0625
BK,2020-03-09T08:07:41.994585,22.75
AUX,2020-03-09T08:07:42.911973,45.375
MT,2020-03-09T08:07:43.791737,42.75
HLT,2020-03-09T08:07:44.694232,43.125
BK,2020-03-09T08:07:46.636553,22.75
AUX,2020-03-09T08:07:47.551926,45.5
MT,2020-03-09T08:07:48.432297,42.875
HLT,2020-03-09T08:07:49.391911,43.125
BK,2020-03-09T08:07:51.274993,22.75
AUX,2020-03-09T08:07:52.192457,45.5
MT,2020-03-09T08:07:53.174254,43.0625
HLT,2020-03-09T08:07:54.112186,43.1875
BK,2020-03-09T08:07:56.076183,22.75
AUX,2020-03-09T08:07:56.998897,45.5625
MT,2020-03-09T08:07:57.994092,43.0
HLT,2020-03-09T08:07:59.071716,43.25
BK,2020-03-09T08:08:00.955269,22.75
AUX,2020-03-09T08:08:01.872011,45.625
MT,2020-03-09T08:08:02.754026,43.0625
HLT,2020-03-09T08:08:03.708761,43.25
BK,2020-03-09T08:08:05.595858,22.75
AUX,2020-03-09T08:08:06.511158,45.625
MT,2020-03-09T08:08:07.393824,43.125
HLT,2020-03-09T08:08:08.353493,43.3125
BK,2020-03-09T08:08:10.315843,22.75
AUX,2020-03-09T08:08:11.233841,45.6875
MT,2020-03-09T08:08:12.198014,43.1875
HLT,2020-03-09T08:08:13.154916,43.3125
BK,2020-03-09T08:08:15.116824,22.75
AUX,2020-03-09T08:08:16.032115,45.75
MT,2020-03-09T08:08:17.012251,43.25
HLT,2020-03-09T08:08:17.953188,43.375
BK,2020-03-09T08:08:19.915166,22.75
AUX,2020-03-09T08:08:20.834000,45.75
MT,2020-03-09T08:08:21.792351,43.25
HLT,2020-03-09T08:08:22.753936,43.4375
BK,2020-03-09T08:08:24.735083,22.75
AUX,2020-03-09T08:08:25.632690,45.8125
MT,2020-03-09T08:08:26.592985,43.1875
HLT,2020-03-09T08:08:27.595022,43.5
BK,2020-03-09T08:08:29.894167,22.75
AUX,2020-03-09T08:08:30.874245,45.8125
MT,2020-03-09T08:08:31.832120,43.25
HLT,2020-03-09T08:08:32.819140,43.5625
BK,2020-03-09T08:08:34.753555,22.75
AUX,2020-03-09T08:08:35.750845,45.875
MT,2020-03-09T08:08:36.713356,43.3125
HLT,2020-03-09T08:08:37.679559,43.5625
BK,2020-03-09T08:08:39.634406,22.8125
AUX,2020-03-09T08:08:40.631433,45.9375
MT,2020-03-09T08:08:41.590343,43.3125
HLT,2020-03-09T08:08:42.573546,43.625
BK,2020-03-09T08:08:44.508077,22.75
AUX,2020-03-09T08:08:45.419604,45.9375
MT,2020-03-09T08:08:46.385769,43.375
HLT,2020-03-09T08:08:47.345763,43.6875
BK,2020-03-09T08:08:49.289698,22.8125
AUX,2020-03-09T08:08:50.191968,46.0
MT,2020-03-09T08:08:51.072927,43.4375
HLT,2020-03-09T08:08:52.031703,43.75
BK,2020-03-09T08:08:53.915743,22.8125
AUX,2020-03-09T08:08:54.831638,46.0
MT,2020-03-09T08:08:55.709544,43.5
HLT,2020-03-09T08:08:56.591774,43.75
BK,2020-03-09T08:08:58.476118,22.8125
AUX,2020-03-09T08:08:59.396713,46.0625
MT,2020-03-09T08:09:00.352576,43.5625
HLT,2020-03-09T08:09:01.311232,43.8125
BK,2020-03-09T08:09:03.195792,22.8125
AUX,2020-03-09T08:09:04.113885,46.125
MT,2020-03-09T08:09:05.071675,43.5625
HLT,2020-03-09T08:09:05.952605,43.8125
BK,2020-03-09T08:09:07.914587,22.8125
AUX,2020-03-09T08:09:08.833507,46.1875
MT,2020-03-09T08:09:09.791550,43.5625
HLT,2020-03-09T08:09:10.692937,43.9375
BK,2020-03-09T08:09:12.634494,22.8125
AUX,2020-03-09T08:09:13.556751,46.25
MT,2020-03-09T08:09:14.512360,43.625
HLT,2020-03-09T08:09:15.471890,43.9375
BK,2020-03-09T08:09:17.434431,22.8125
AUX,2020-03-09T08:09:18.352292,46.25
MT,2020-03-09T08:09:19.313601,43.6875
HLT,2020-03-09T08:09:20.272599,44.0
BK,2020-03-09T08:09:22.256173,22.8125
AUX,2020-03-09T08:09:23.154440,46.3125
MT,2020-03-09T08:09:24.112404,43.6875
HLT,2020-03-09T08:09:25.074619,44.0
BK,2020-03-09T08:09:27.054258,22.8125
AUX,2020-03-09T08:09:27.954495,46.375
MT,2020-03-09T08:09:28.911650,43.8125
HLT,2020-03-09T08:09:29.792381,44.125
BK,2020-03-09T08:09:31.754791,22.875
AUX,2020-03-09T08:09:32.673906,46.4375
MT,2020-03-09T08:09:33.631595,43.8125
HLT,2020-03-09T08:09:34.513959,44.125
BK,2020-03-09T08:09:36.474790,22.875
AUX,2020-03-09T08:09:37.392219,46.5
MT,2020-03-09T08:09:38.353844,43.8125
HLT,2020-03-09T08:09:39.312523,44.1875
BK,2020-03-09T08:09:41.274719,22.875
AUX,2020-03-09T08:09:42.193150,46.5
MT,2020-03-09T08:09:43.156224,43.875
HLT,2020-03-09T08:09:44.120992,44.25
BK,2020-03-09T08:09:46.074716,22.875
AUX,2020-03-09T08:09:47.874711,46.5625
MT,2020-03-09T08:09:48.834380,43.9375
HLT,2020-03-09T08:09:49.812791,44.3125
BK,2020-03-09T08:09:51.755885,22.8125
AUX,2020-03-09T08:09:52.674252,46.5625
MT,2020-03-09T08:09:53.632001,44.125
HLT,2020-03-09T08:09:54.512457,44.375
BK,2020-03-09T08:09:56.474558,22.875
AUX,2020-03-09T08:09:57.392907,46.625
MT,2020-03-09T08:09:58.353739,44.125
HLT,2020-03-09T08:09:59.312918,44.375
BK,2020-03-09T08:10:01.278717,22.875
AUX,2020-03-09T08:10:02.191340,46.6875
MT,2020-03-09T08:10:03.075168,44.1875
HLT,2020-03-09T08:10:04.032437,44.4375
BK,2020-03-09T08:10:05.994891,22.875
AUX,2020-03-09T08:10:06.933466,46.75
MT,2020-03-09T08:10:07.873921,44.1875
HLT,2020-03-09T08:10:08.832648,44.4375
BK,2020-03-09T08:10:10.858680,22.875
AUX,2020-03-09T08:10:11.845670,46.8125
MT,2020-03-09T08:10:12.754779,44.1875
HLT,2020-03-09T08:10:13.712621,44.5
BK,2020-03-09T08:10:15.685988,22.875
AUX,2020-03-09T08:10:16.592309,46.875
MT,2020-03-09T08:10:17.572109,44.25
HLT,2020-03-09T08:10:18.513964,44.5625
BK,2020-03-09T08:10:20.474682,22.9375
AUX,2020-03-09T08:10:21.392507,46.875
MT,2020-03-09T08:10:22.353100,44.3125
HLT,2020-03-09T08:10:23.313980,44.625
BK,2020-03-09T08:10:25.275305,22.9375
AUX,2020-03-09T08:10:26.191867,46.9375
MT,2020-03-09T08:10:27.072811,44.3125
HLT,2020-03-09T08:10:28.035054,44.6875
BK,2020-03-09T08:10:29.995398,22.9375
AUX,2020-03-09T08:10:30.913179,46.9375
MT,2020-03-09T08:10:31.871890,44.375
HLT,2020-03-09T08:10:32.754546,44.75
BK,2020-03-09T08:10:34.716482,22.9375
AUX,2020-03-09T08:10:35.632871,47.0
MT,2020-03-09T08:10:36.591636,44.4375
HLT,2020-03-09T08:10:37.554151,44.75
BK,2020-03-09T08:10:39.516060,22.9375
AUX,2020-03-09T08:10:40.434093,47.0
MT,2020-03-09T08:10:41.392052,44.5
HLT,2020-03-09T08:10:42.274891,44.8125
BK,2020-03-09T08:10:44.237058,22.9375
AUX,2020-03-09T08:10:45.171824,47.0625
MT,2020-03-09T08:10:46.122251,44.5
HLT,2020-03-09T08:10:47.070933,44.8125
BK,2020-03-09T08:10:48.958288,22.9375
AUX,2020-03-09T08:10:49.871858,47.125
MT,2020-03-09T08:10:50.752968,44.5625
HLT,2020-03-09T08:10:51.711907,44.8125
BK,2020-03-09T08:10:53.679171,22.9375
AUX,2020-03-09T08:10:54.592821,47.1875
MT,2020-03-09T08:10:55.551359,44.625
HLT,2020-03-09T08:10:56.433204,44.9375
BK,2020-03-09T08:10:58.395442,22.9375
AUX,2020-03-09T08:10:59.315195,47.25
MT,2020-03-09T08:11:00.272720,44.6875
HLT,2020-03-09T08:11:01.231627,44.9375
BK,2020-03-09T08:11:03.114629,22.9375
AUX,2020-03-09T08:11:04.033554,47.25
MT,2020-03-09T08:11:04.992748,44.6875
HLT,2020-03-09T08:11:05.951636,45.0
BK,2020-03-09T08:11:07.836515,22.9375
AUX,2020-03-09T08:11:08.753811,47.3125
MT,2020-03-09T08:11:09.712659,44.6875
HLT,2020-03-09T08:11:10.672234,45.0
BK,2020-03-09T08:11:12.637117,23.0
AUX,2020-03-09T08:11:13.554102,47.3125
MT,2020-03-09T08:11:14.512528,44.75
HLT,2020-03-09T08:11:15.471828,45.0625
BK,2020-03-09T08:11:17.356928,23.0
AUX,2020-03-09T08:11:18.273415,47.375
MT,2020-03-09T08:11:19.231792,44.75
HLT,2020-03-09T08:11:20.193881,45.125
BK,2020-03-09T08:11:22.155040,23.0
AUX,2020-03-09T08:11:23.073735,47.4375
MT,2020-03-09T08:11:24.034577,44.75
HLT,2020-03-09T08:11:25.373464,45.1875
BK,2020-03-09T08:11:27.307281,23.0
AUX,2020-03-09T08:11:28.226234,47.5
MT,2020-03-09T08:11:29.180307,44.8125
HLT,2020-03-09T08:11:30.112049,45.1875
BK,2020-03-09T08:11:31.995231,23.0
AUX,2020-03-09T08:11:32.914071,47.5625
MT,2020-03-09T08:11:33.877240,44.875
HLT,2020-03-09T08:11:34.831856,45.1875
BK,2020-03-09T08:11:36.734224,23.0
AUX,2020-03-09T08:11:37.632935,47.625
MT,2020-03-09T08:11:38.593795,44.875
HLT,2020-03-09T08:11:39.552350,45.1875
BK,2020-03-09T08:11:41.516969,23.0
AUX,2020-03-09T08:11:42.433295,47.625
MT,2020-03-09T08:11:43.394181,45.0
HLT,2020-03-09T08:11:44.352244,45.3125
BK,2020-03-09T08:11:46.723765,23.0
AUX,2020-03-09T08:11:47.632525,47.6875
MT,2020-03-09T08:11:48.593685,45.0625
HLT,2020-03-09T08:11:49.552086,45.375
BK,2020-03-09T08:11:51.515041,23.0625
AUX,2020-03-09T08:11:52.432161,47.75
MT,2020-03-09T08:11:53.392891,45.0625
HLT,2020-03-09T08:11:54.351694,45.375
BK,2020-03-09T08:11:56.254934,23.0
AUX,2020-03-09T08:11:57.151634,47.75
MT,2020-03-09T08:11:58.034605,45.1875
HLT,2020-03-09T08:11:58.993040,45.4375
BK,2020-03-09T08:12:00.956446,23.0
AUX,2020-03-09T08:12:01.872924,47.75
MT,2020-03-09T08:12:02.833385,45.1875
HLT,2020-03-09T08:12:03.792540,45.4375
BK,2020-03-09T08:12:05.754588,23.0625
AUX,2020-03-09T08:12:06.672662,47.8125
MT,2020-03-09T08:12:07.631817,45.25
HLT,2020-03-09T08:12:08.532677,45.5
BK,2020-03-09T08:12:10.512577,23.0625
AUX,2020-03-09T08:12:11.476681,47.875
MT,2020-03-09T08:12:12.434151,45.25
HLT,2020-03-09T08:12:13.414102,45.5625
BK,2020-03-09T08:12:15.355706,23.0625
AUX,2020-03-09T08:12:16.272228,47.875
MT,2020-03-09T08:12:17.233517,45.3125
HLT,2020-03-09T08:12:18.195093,45.625
BK,2020-03-09T08:12:20.154786,23.0625
AUX,2020-03-09T08:12:21.072938,47.9375
MT,2020-03-09T08:12:22.031789,45.375
HLT,2020-03-09T08:12:22.913591,45.6875
BK,2020-03-09T08:12:24.876815,23.125
AUX,2020-03-09T08:12:25.793934,48.0
MT,2020-03-09T08:12:26.751797,45.4375
HLT,2020-03-09T08:12:27.632285,45.6875
BK,2020-03-09T08:12:29.596139,23.125
AUX,2020-03-09T08:12:30.512355,48.0625
MT,2020-03-09T08:12:31.475027,45.5
HLT,2020-03-09T08:12:32.432290,45.75
BK,2020-03-09T08:12:34.397131,23.125
AUX,2020-03-09T08:12:35.312800,48.0625
MT,2020-03-09T08:12:36.274281,45.5625
HLT,2020-03-09T08:12:37.232292,45.8125
BK,2020-03-09T08:12:39.196695,23.125
AUX,2020-03-09T08:12:40.132437,48.125
MT,2020-03-09T08:12:41.072864,45.5625
HLT,2020-03-09T08:12:42.033926,45.8125
BK,2020-03-09T08:12:44.000581,23.125
AUX,2020-03-09T08:12:44.911742,48.1875
MT,2020-03-09T08:12:45.792513,45.5625
HLT,2020-03-09T08:12:46.751799,45.875
BK,2020-03-09T08:12:48.634687,23.125
AUX,2020-03-09T08:12:49.573720,48.25
MT,2020-03-09T08:12:50.512499,45.625
HLT,2020-03-09T08:12:51.473408,45.9375
BK,2020-03-09T08:12:53.434581,23.125
AUX,2020-03-09T08:12:54.353816,48.3125
MT,2020-03-09T08:12:55.312337,45.625
HLT,2020-03-09T08:12:56.272308,46.0
BK,2020-03-09T08:12:58.234739,23.125
AUX,2020-03-09T08:13:00.114402,48.3125
MT,2020-03-09T08:13:01.072046,45.6875
HLT,2020-03-09T08:13:01.953308,46.0
BK,2020-03-09T08:13:03.917931,23.125
AUX,2020-03-09T08:13:04.831865,48.375
MT,2020-03-09T08:13:05.711948,45.8125
HLT,2020-03-09T08:13:06.591689,46.0625
BK,2020-03-09T08:13:08.474675,23.125
AUX,2020-03-09T08:13:09.474150,48.375
MT,2020-03-09T08:13:10.433736,45.875
HLT,2020-03-09T08:13:11.392150,46.125
BK,2020-03-09T08:13:13.360555,23.125
AUX,2020-03-09T08:13:14.275464,48.4375
MT,2020-03-09T08:13:15.232542,45.875
HLT,2020-03-09T08:13:16.193815,46.125
BK,2020-03-09T08:13:18.179695,23.1875
AUX,2020-03-09T08:13:19.154521,48.4375
MT,2020-03-09T08:13:20.189762,45.9375
HLT,2020-03-09T08:13:21.144217,46.1875
BK,2020-03-09T08:13:23.097609,23.1875
AUX,2020-03-09T08:13:24.091207,48.5
MT,2020-03-09T08:13:25.025980,45.9375
HLT,2020-03-09T08:13:25.979351,46.25
BK,2020-03-09T08:13:27.971788,23.1875
AUX,2020-03-09T08:13:29.031855,48.5625
MT,2020-03-09T08:13:29.955260,45.9375
HLT,2020-03-09T08:13:30.912365,46.3125
BK,2020-03-09T08:13:32.876534,23.1875
AUX,2020-03-09T08:13:33.795273,48.625
MT,2020-03-09T08:13:34.752030,46.0
HLT,2020-03-09T08:13:35.633531,46.375
BK,2020-03-09T08:13:37.594685,23.1875
AUX,2020-03-09T08:13:38.536145,48.6875
MT,2020-03-09T08:13:39.471450,46.0625
HLT,2020-03-09T08:13:40.352432,46.5
BK,2020-03-09T08:13:43.215794,23.1875
AUX,2020-03-09T08:13:44.114829,48.75
MT,2020-03-09T08:13:45.072458,46.0625
HLT,2020-03-09T08:13:46.034260,46.5
BK,2020-03-09T08:13:47.994785,23.1875
AUX,2020-03-09T08:13:48.914224,48.75
MT,2020-03-09T08:13:50.168991,46.125
HLT,2020-03-09T08:13:51.123519,46.5
BK,2020-03-09T08:13:53.034567,23.1875
AUX,2020-03-09T08:13:53.954278,48.8125
MT,2020-03-09T08:13:54.912594,46.1875
HLT,2020-03-09T08:13:55.871925,46.5
BK,2020-03-09T08:13:57.754764,23.25
AUX,2020-03-09T08:13:58.674476,48.8125
MT,2020-03-09T08:13:59.631914,46.25
HLT,2020-03-09T08:14:00.512811,46.5625
BK,2020-03-09T08:14:02.475105,23.1875
AUX,2020-03-09T08:14:03.395642,48.875
MT,2020-03-09T08:14:04.352927,46.375
HLT,2020-03-09T08:14:05.312321,46.625
BK,2020-03-09T08:14:07.270916,23.25
AUX,2020-03-09T08:14:08.193690,48.9375
MT,2020-03-09T08:14:09.152423,46.3125
HLT,2020-03-09T08:14:10.112064,46.6875
BK,2020-03-09T08:14:12.080583,23.25
AUX,2020-03-09T08:14:12.994068,49.0
MT,2020-03-09T08:14:13.953571,46.375
HLT,2020-03-09T08:14:14.913188,46.6875
BK,2020-03-09T08:14:16.874619,23.25
AUX,2020-03-09T08:14:17.792598,49.0625
MT,2020-03-09T08:14:18.753625,46.4375
HLT,2020-03-09T08:14:19.713019,46.75
BK,2020-03-09T08:14:21.755227,23.25
AUX,2020-03-09T08:14:22.674282,49.0625
MT,2020-03-09T08:14:23.634048,46.4375
HLT,2020-03-09T08:14:24.592458,46.8125
BK,2020-03-09T08:14:26.554520,23.25
AUX,2020-03-09T08:14:27.503475,49.125
MT,2020-03-09T08:14:28.433467,46.5
HLT,2020-03-09T08:14:29.392474,46.875
BK,2020-03-09T08:14:31.375189,23.25
AUX,2020-03-09T08:14:32.274084,49.1875
MT,2020-03-09T08:14:33.234868,46.5
HLT,2020-03-09T08:14:34.191830,46.9375
BK,2020-03-09T08:14:36.074909,23.25
AUX,2020-03-09T08:14:36.993788,49.1875
MT,2020-03-09T08:14:37.961621,46.625
HLT,2020-03-09T08:14:38.911790,46.9375
BK,2020-03-09T08:14:40.798507,23.25
AUX,2020-03-09T08:14:41.732375,49.25
MT,2020-03-09T08:14:42.672880,46.6875
HLT,2020-03-09T08:14:43.634261,47.0
BK,2020-03-09T08:14:45.595181,23.25
AUX,2020-03-09T08:14:46.512398,49.3125
MT,2020-03-09T08:14:47.472169,46.8125
HLT,2020-03-09T08:14:48.433726,47.0
BK,2020-03-09T08:14:50.395192,23.3125
AUX,2020-03-09T08:14:51.332220,49.375
MT,2020-03-09T08:14:52.272239,46.8125
HLT,2020-03-09T08:14:53.235214,47.0
BK,2020-03-09T08:14:55.195046,23.3125
AUX,2020-03-09T08:14:56.111913,49.375
MT,2020-03-09T08:14:57.071928,46.8125
HLT,2020-03-09T08:14:57.952504,47.125
BK,2020-03-09T08:14:59.958108,23.3125
AUX,2020-03-09T08:15:01.442777,49.4375
MT,2020-03-09T08:15:02.975651,46.875
HLT,2020-03-09T08:15:03.910816,47.125
BK,2020-03-09T08:15:05.867722,23.3125
AUX,2020-03-09T08:15:06.865448,49.5
MT,2020-03-09T08:15:07.825013,46.9375
HLT,2020-03-09T08:15:08.755235,47.1875
BK,2020-03-09T08:15:10.714991,23.3125
AUX,2020-03-09T08:15:11.634735,49.5
MT,2020-03-09T08:15:12.594285,46.9375
HLT,2020-03-09T08:15:13.559218,47.25
BK,2020-03-09T08:15:16.396369,23.3125
AUX,2020-03-09T08:15:17.312472,49.5625
MT,2020-03-09T08:15:18.273954,46.9375
HLT,2020-03-09T08:15:19.234192,47.3125
BK,2020-03-09T08:15:21.196758,23.375
AUX,2020-03-09T08:15:22.111222,49.5625
MT,2020-03-09T08:15:22.997763,47.0
HLT,2020-03-09T08:15:23.954400,47.3125
BK,2020-03-09T08:15:25.914448,23.3125
AUX,2020-03-09T08:15:26.832404,49.625
MT,2020-03-09T08:15:27.791979,47.0
HLT,2020-03-09T08:15:28.751159,47.375
BK,2020-03-09T08:15:30.635412,23.375
AUX,2020-03-09T08:15:31.571937,49.6875
MT,2020-03-09T08:15:32.513151,47.0625
HLT,2020-03-09T08:15:33.473846,47.375
BK,2020-03-09T08:15:35.437062,23.375
AUX,2020-03-09T08:15:36.351899,49.75
MT,2020-03-09T08:15:37.312967,47.125
HLT,2020-03-09T08:15:38.272874,47.5
BK,2020-03-09T08:15:40.234771,23.375
AUX,2020-03-09T08:15:41.152075,49.75
MT,2020-03-09T08:15:42.114301,47.1875
HLT,2020-03-09T08:15:43.074190,47.5
BK,2020-03-09T08:15:45.035156,23.375
AUX,2020-03-09T08:15:45.951962,49.8125
MT,2020-03-09T08:15:46.831730,47.1875
HLT,2020-03-09T08:15:47.712399,47.5625
BK,2020-03-09T08:15:49.676879,23.375
AUX,2020-03-09T08:15:50.614288,49.875
MT,2020-03-09T08:15:51.552172,47.25
HLT,2020-03-09T08:15:52.514241,47.625
BK,2020-03-09T08:15:54.476859,23.375
AUX,2020-03-09T08:15:55.395011,49.875
MT,2020-03-09T08:15:56.351997,47.3125
HLT,2020-03-09T08:15:57.232354,47.6875
BK,2020-03-09T08:15:59.217100,23.375
AUX,2020-03-09T08:16:00.991859,49.9375
MT,2020-03-09T08:16:01.872942,47.375
HLT,2020-03-09T08:16:02.831707,47.6875
BK,2020-03-09T08:16:04.757086,23.4375
AUX,2020-03-09T08:16:05.733478,49.9375
MT,2020-03-09T08:16:06.674647,47.4375
HLT,2020-03-09T08:16:07.631838,47.75
